"lesson","concept","skill","objective","before_templates","after_templates","before_dedicated","after_dedicated","before_quick","after_quick","after_reused","recognition","production","reasoning","authored","variants","generators","interaction","input","grading","activation","single_fixed","baseline_library_lessons"
"calculus-single-variable-optimization","calculus-single-variable-optimization-geometric-design-with-constraints","compute","calculus-single-variable-optimization-geometric-design-with-constraints-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","calculus-single-variable-optimization-geometric-design-with-constraints","false","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-geometric-design-with-constraints","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-single-variable-optimization-geometric-design-with-constraints","false","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-geometric-design-with-constraints","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","calculus-single-variable-optimization-geometric-design-with-constraints","true","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","compute","","3","3","0","0","0","0","3","0","3","0","0","0","0","low","math-text","structured","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","false","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","compute","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema-compute-production","1","1","1","1","0","0","0","0","1","0","0","0","0","low","math-text","structured","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","true","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","true","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","interpret","","5","5","0","0","5","5","5","5","0","0","0","0","0","low","tap","structured","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","false","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","interpret","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema-interpret-recognition","1","1","1","1","1","1","0","1","0","0","1","2","0","low","tap","structured","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","false","calculus-single-variable-optimization"
"calculus-single-variable-optimization","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","calculus-single-variable-optimization-objectives-feasible-inputs-and-extrema","true","calculus-single-variable-optimization"
"combinatorics","binomial-theorem","compute","","4","4","0","0","0","0","4","0","4","0","0","0","0","low","math-text","structured","binomial-theorem","false","combinatorics"
"combinatorics","combinations","compute","","5","5","0","0","0","0","5","0","5","0","0","0","0","low","math-text","structured","combinations","false","combinatorics"
"combinatorics","combinations","interpret","","1","1","0","0","0","0","1","0","1","0","0","0","0","low","math-text;tap","structured","combinations","true","combinatorics"
"combinatorics","combinations","interpret","counting-model-distinction","0","1","0","1","0","1","0","1","0","0","1","3","0","low","tap","choice","combinations","false",""
"combinatorics","combinations","recall","combination-term","0","1","0","1","0","1","0","0","1","0","0","0","0","low","short-text","structured","combinations","true",""
"combinatorics","combinations","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","combinations","true","combinatorics"
"combinatorics","complement-counting","compute","","7","7","0","0","0","0","7","0","7","0","0","0","0","low","math-text","structured","complement-counting","false","combinatorics"
"combinatorics","counting-principles","compute","","11","12","0","1","0","1","11","0","12","0","1","3","0","low","math-text;short-text;tap","structured","counting-principles","false","combinatorics"
"combinatorics","double-counting","compute","","1","1","0","0","0","0","1","0","1","0","0","0","0","low","math-text;tap","structured","double-counting","true","combinatorics"
"combinatorics","double-counting","prove","","4","4","0","0","0","0","4","0","0","4","0","0","0","high","handwriting;math-text;photo","open-reasoning","double-counting","false","combinatorics"
"combinatorics","inclusion-exclusion","compute","","6","6","0","0","0","0","6","0","6","0","0","0","0","low","math-text;tap","structured","inclusion-exclusion","false","combinatorics"
"combinatorics","inclusion-exclusion","recall","inclusion-exclusion-overlap","0","1","0","1","0","1","0","1","0","0","1","2","0","low","tap","choice","inclusion-exclusion","false",""
"combinatorics","permutations","compute","","6","6","0","0","0","0","6","0","6","0","0","0","0","low","math-text;tap","structured","permutations","false","combinatorics"
"combinatorics","permutations","recall","permutation-term","0","1","0","1","0","1","0","0","1","0","0","0","0","low","short-text","structured","permutations","true",""
"combinatorics","pigeonhole","compute","","4","4","0","0","0","0","4","0","4","0","0","0","0","low","math-text;tap","structured","pigeonhole","false","combinatorics"
"combinatorics","pigeonhole","counterexample","","1","1","0","0","0","0","1","0","1","0","0","0","0","low","math-text","structured","pigeonhole","true","combinatorics"
"combinatorics","pigeonhole","prove","","3","3","0","0","0","0","3","0","0","3","0","0","0","high","handwriting;math-text;photo","open-reasoning","pigeonhole","false","combinatorics"
"combinatorics","pigeonhole","recall","pigeonhole-principle-term","0","1","0","1","0","1","0","0","1","0","0","0","0","low","short-text","structured","pigeonhole","true",""
"combinatorics","pigeonhole","recognize","","2","2","0","0","2","2","2","2","0","0","0","0","0","low","tap","choice","pigeonhole","false","combinatorics"
"combinatorics","restricted-counting","compare","","1","1","0","0","0","0","1","0","1","0","0","0","0","low","math-text;tap","structured","restricted-counting","true","combinatorics"
"combinatorics","restricted-counting","compute","","9","9","0","0","0","0","9","0","9","0","0","0","0","low","math-text;tap","structured","restricted-counting","false","combinatorics"
"combinatorics","stars-bars","compute","","5","5","0","0","0","0","5","0","5","0","0","0","0","low","math-text;tap","structured","stars-bars","false","combinatorics"
"combinatorics","symmetry-counting","analyze","","1","1","0","0","0","0","1","0","1","0","0","0","0","low","math-text;tap","structured","symmetry-counting","true","combinatorics"
"combinatorics","symmetry-counting","compare","","1","1","0","0","0","0","1","0","1","0","0","0","0","low","math-text;tap","structured","symmetry-counting","true","combinatorics"
"combinatorics","symmetry-counting","compute","","5","5","0","0","0","0","5","0","5","0","0","0","0","low","math-text","structured","symmetry-counting","false","combinatorics"
"direct-proof","biconditional-proof","prove","","3","3","0","0","0","0","3","0","0","3","0","0","0","high","handwriting;math-text;photo","open-reasoning","biconditional-proof","false","direct-proof"
"direct-proof","bijection","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","bijection","true","direct-proof"
"direct-proof","bijection","prove","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","bijection","true","direct-proof"
"direct-proof","constructive-existence","construct","","6","6","0","0","0","0","6","0","6","0","0","0","0","high;low","handwriting;math-text;photo","open-reasoning;structured","constructive-existence","false","direct-proof"
"direct-proof","constructive-existence","prove","","5","5","0","0","0","0","5","0","0","5","0","0","0","high","handwriting;math-text;photo","open-reasoning","constructive-existence","false","direct-proof"
"direct-proof","counterexample","counterexample","","9","9","0","0","0","0","9","0","9","0","0","0","0","low","math-text;short-text;tap","structured","counterexample","false","direct-proof"
"direct-proof","direct-proof","recall","direct-proof-term","0","1","0","1","0","1","0","0","1","0","0","0","0","low","short-text","structured","direct-proof;divisibility;parity;proof-obligations","true",""
"direct-proof","divisibility","prove","","7","7","0","0","0","0","7","0","0","7","0","0","0","high","handwriting;math-text;photo","open-reasoning","divisibility","false","direct-proof"
"direct-proof","injectivity","prove","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","injectivity","false","direct-proof"
"direct-proof","parity","prove","","10","10","0","0","0","0","10","0","0","10","0","0","0","high","handwriting;math-text;photo","open-reasoning","parity","false","direct-proof"
